Disease,All_Symptoms
disease27,"continuous_sneezing,chills,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
disease27,"continuous_sneezing,chills,fatigue,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
disease27,"continuous_sneezing,chills,fatigue,cough,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
disease27,"continuous_sneezing,chills,fatigue,cough,high_fever,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
disease27,"continuous_sneezing,chills,fatigue,cough,high_fever,headache,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
disease27,"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
disease28,"chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,chest_pain,fast_heart_rate,rusty_sputum"
disease28,"chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
disease28,"chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
disease28,"fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
disease28,"chills,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
disease28,"chills,fatigue,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
disease28,"chills,fatigue,cough,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
disease28,"chills,fatigue,cough,high_fever,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
disease28,"chills,fatigue,cough,high_fever,breathlessness,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
disease28,"chills,fatigue,cough,high_fever,breathlessness,sweating,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
disease29,"constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus"
disease29,"constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus"
disease29,"constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus"
disease29,"pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus"
disease29,"constipation,pain_in_anal_region,bloody_stool,irritation_in_anus"
disease29,"constipation,pain_during_bowel_movements,bloody_stool,irritation_in_anus"
disease29,"constipation,pain_during_bowel_movements,pain_in_anal_region,irritation_in_anus"
disease29,"constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool"
disease29,"constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus"
disease29,"constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus"
disease30,"vomiting,breathlessness,sweating,chest_pain"
disease30,"vomiting,breathlessness,sweating,chest_pain"
disease30,"breathlessness,sweating,chest_pain"
disease30,"vomiting,sweating,chest_pain"
disease30,"vomiting,breathlessness,chest_pain"
disease30,"vomiting,breathlessness,sweating"
disease30,"vomiting,breathlessness,sweating,chest_pain"
disease30,"breathlessness,sweating,chest_pain"
disease30,"vomiting,sweating,chest_pain"
disease30,"vomiting,breathlessness,chest_pain"
disease31,"fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf"
disease31,"fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf"
disease31,"cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf"
disease31,"fatigue,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf"
disease31,"fatigue,cramps,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf"
disease31,"fatigue,cramps,bruising,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf"
disease31,"fatigue,cramps,bruising,obesity,swollen_blood_vessels,prominent_veins_on_calf"
disease31,"fatigue,cramps,bruising,obesity,swollen_legs,prominent_veins_on_calf"
disease31,"fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels"
disease31,"fatigue,cramps,bruising,obesity,swollen_legs,prominent_veins_on_calf"
disease32,"fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation"
disease32,"fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation"
disease32,"weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation"
disease32,"weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation"
disease32,"fatigue,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation"
disease32,"fatigue,weight_gain,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation"
disease32,"fatigue,weight_gain,cold_hands_and_feets,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation"
disease32,"fatigue,weight_gain,cold_hands_and_feets,mood_swings,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation"
disease32,"fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation"
disease32,"fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation"
disease33,"fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation"
disease33,"fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation"
disease33,"mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation"
disease33,"fatigue,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation"
disease33,"fatigue,mood_swings,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation"
disease33,"fatigue,mood_swings,weight_loss,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation"
disease33,"fatigue,mood_swings,weight_loss,restlessness,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation"
disease33,"fatigue,mood_swings,weight_loss,restlessness,sweating,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation"
disease33,"fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation"
disease33,"fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,muscle_weakness,irritability,abnormal_menstruation"
disease34,"vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,slurred_speech,irritability,palpitations"
disease34,"vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations"
disease34,"vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations"
disease34,"fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations"
disease34,"vomiting,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations"
disease34,"vomiting,fatigue,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations"
disease34,"vomiting,fatigue,anxiety,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations"
disease34,"vomiting,fatigue,anxiety,sweating,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations"
disease34,"vomiting,fatigue,anxiety,sweating,headache,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations"
disease34,"vomiting,fatigue,anxiety,sweating,headache,nausea,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations"
disease35,"joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking"
disease35,"joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking"
disease35,"neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking"
disease35,"joint_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking"
disease35,"joint_pain,neck_pain,hip_joint_pain,swelling_joints,painful_walking"
disease35,"joint_pain,neck_pain,knee_pain,swelling_joints,painful_walking"
disease35,"joint_pain,neck_pain,knee_pain,hip_joint_pain,painful_walking"
disease35,"joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints"
disease35,"joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking"
disease35,"joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking"
disease36,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking"
disease36,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking"
disease36,"stiff_neck,swelling_joints,movement_stiffness,painful_walking"
disease36,"muscle_weakness,swelling_joints,movement_stiffness,painful_walking"
disease36,"muscle_weakness,stiff_neck,movement_stiffness,painful_walking"
disease36,"muscle_weakness,stiff_neck,swelling_joints,painful_walking"
disease36,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking"
disease36,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness"
disease36,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking"
disease36,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking"
disease37,"vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness"
disease37,"vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness"
disease37,"headache,nausea,spinning_movements,loss_of_balance,unsteadiness"
disease37,"vomiting,nausea,spinning_movements,loss_of_balance,unsteadiness"
disease37,"vomiting,headache,spinning_movements,loss_of_balance,unsteadiness"
disease37,"vomiting,headache,nausea,loss_of_balance,unsteadiness"
disease37,"vomiting,headache,nausea,spinning_movements,unsteadiness"
disease37,"vomiting,headache,nausea,spinning_movements,loss_of_balance"
disease37,"vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness"
disease37,"vomiting,headache,nausea,loss_of_balance,unsteadiness"
disease38,"skin_rash,pus_filled_pimples,blackheads,scurring"
disease38,"skin_rash,pus_filled_pimples,blackheads,scurring"
disease38,"pus_filled_pimples,blackheads,scurring"
disease38,"skin_rash,blackheads,scurring"
disease38,"skin_rash,pus_filled_pimples,scurring"
disease38,"skin_rash,pus_filled_pimples,blackheads"
disease38,"skin_rash,pus_filled_pimples,blackheads,scurring"
disease38,"skin_rash,pus_filled_pimples,blackheads"
disease38,"skin_rash,pus_filled_pimples,scurring"
disease38,"skin_rash,blackheads,scurring"
disease39,"burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine"
disease39,"burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine"
disease39,"bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine"
disease39,"burning_micturition,foul_smell_of urine,continuous_feel_of_urine"
disease39,"burning_micturition,bladder_discomfort,continuous_feel_of_urine"
disease39,"burning_micturition,bladder_discomfort,foul_smell_of urine"
disease39,"burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine"
disease39,"burning_micturition,bladder_discomfort,continuous_feel_of_urine"
disease39,"bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine"
disease39,"burning_micturition,bladder_discomfort,continuous_feel_of_urine"
disease40,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
disease40,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
disease40,"joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
disease40,"skin_rash,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
disease40,"skin_rash,joint_pain,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
disease40,"skin_rash,joint_pain,skin_peeling,small_dents_in_nails,inflammatory_nails"
disease40,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,inflammatory_nails"
disease40,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails"
disease40,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
disease40,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
disease41,"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze"
disease41,"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze"
disease41,"high_fever,blister,red_sore_around_nose,yellow_crust_ooze"
disease41,"skin_rash,blister,red_sore_around_nose,yellow_crust_ooze"
disease41,"skin_rash,blister,red_sore_around_nose,yellow_crust_ooze"
disease41,"skin_rash,high_fever,red_sore_around_nose,yellow_crust_ooze"
disease41,"skin_rash,high_fever,blister,yellow_crust_ooze"
disease41,"skin_rash,high_fever,blister,red_sore_around_nose"
disease41,"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze"
disease41,"skin_rash,blister,red_sore_around_nose,yellow_crust_ooze"
disease1,"itching,skin_rash,nodal_skin_eruptions,dischromic _patches"
disease1,"skin_rash,nodal_skin_eruptions,dischromic _patches"
disease1,"itching,nodal_skin_eruptions,dischromic _patches"
disease1,"itching,skin_rash,dischromic _patches"
disease1,"itching,skin_rash,nodal_skin_eruptions"
disease1,"skin_rash,nodal_skin_eruptions,dischromic _patches"
disease1,"itching,nodal_skin_eruptions,dischromic _patches"
disease1,"itching,skin_rash,dischromic _patches"
disease1,"itching,skin_rash,nodal_skin_eruptions"
disease1,"itching,skin_rash,nodal_skin_eruptions,dischromic _patches"
disease2,"continuous_sneezing,shivering,chills,watering_from_eyes"
disease2,"shivering,chills,watering_from_eyes"
disease2,"continuous_sneezing,chills,watering_from_eyes"
disease2,"continuous_sneezing,shivering,watering_from_eyes"
disease2,"continuous_sneezing,shivering,chills"
disease2,"shivering,chills,watering_from_eyes"
disease2,"continuous_sneezing,chills,watering_from_eyes"
disease2,"continuous_sneezing,shivering,watering_from_eyes"
disease2,"continuous_sneezing,shivering,chills"
disease2,"continuous_sneezing,shivering,chills,watering_from_eyes"
disease3,"stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain"
disease3,"stomach_pain,ulcers_on_tongue,vomiting,cough,chest_pain"
disease3,"stomach_pain,acidity,vomiting,cough,chest_pain"
disease3,"stomach_pain,acidity,ulcers_on_tongue,cough,chest_pain"
disease3,"stomach_pain,acidity,ulcers_on_tongue,vomiting,chest_pain"
disease3,"stomach_pain,acidity,ulcers_on_tongue,vomiting,cough"
disease3,"acidity,ulcers_on_tongue,vomiting,cough,chest_pain"
disease3,"stomach_pain,ulcers_on_tongue,vomiting,cough,chest_pain"
disease3,"stomach_pain,acidity,vomiting,cough,chest_pain"
disease3,"stomach_pain,acidity,ulcers_on_tongue,cough,chest_pain"
disease4,"itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes"
disease4,"vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes"
disease4,"itching,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes"
disease4,"itching,vomiting,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes"
disease4,"itching,vomiting,yellowish_skin,loss_of_appetite,abdominal_pain,yellowing_of_eyes"
